Year,CO,NO2,NO2,O3,PM10,PM2.5,PM2.5,Pb,SO2,State,City
2003,,,,0.076,,16.0,9.2,,, FL,Lakeland-Winter Haven
2004,,,,0.07200000000000001,,20.0,10.2,,, FL,Lakeland-Winter Haven
2005,,,,0.075,,22.0,9.6,,, FL,Lakeland-Winter Haven
2006,,,,0.077,,18.0,9.2,,, FL,Lakeland-Winter Haven
2007,,,,0.075,,19.0,9.3,,, FL,Lakeland-Winter Haven
2008,,,,0.07200000000000001,,17.0,8.1,,, FL,Lakeland-Winter Haven
2009,,,,0.066,,13.0,7.2,,, FL,Lakeland-Winter Haven
2010,,,,0.066,,15.0,7.7,,, FL,Lakeland-Winter Haven
2011,,,,0.07,,15.0,7.4,,, FL,Lakeland-Winter Haven
2012,,,,0.071,,15.0,7.0,,, FL,Lakeland-Winter Haven
2013,,,,0.064,,13.0,6.6,,, FL,Lakeland-Winter Haven
2014,,,,0.063,,15.0,6.9,,, FL,Lakeland-Winter Haven
2015,,,,0.063,,13.0,6.1,,, FL,Lakeland-Winter Haven
2016,,,,0.063,,14.0,6.1,,, FL,Lakeland-Winter Haven
2017,,,,0.07200000000000001,,15.0,7.5,,, FL,Lakeland-Winter Haven
2018,,,,0.066,,13.0,7.2,,, FL,Lakeland-Winter Haven
2019,,,,0.067,,19.0,7.7,,, FL,Lakeland-Winter Haven
2000,,,,0.09,55.0,47.0,17.8,,, PA,Lancaster
2001,,,,0.09699999999999999,69.0,42.0,17.2,,, PA,Lancaster
2002,,,,0.09699999999999999,107.0,40.0,16.2,,, PA,Lancaster
2003,,,,0.083,53.0,52.0,17.6,,, PA,Lancaster
2004,,,,0.081,54.0,36.0,16.6,,, PA,Lancaster
2005,,,,0.085,63.0,45.0,18.2,,, PA,Lancaster
2006,,,,0.085,58.0,35.0,14.1,,, PA,Lancaster
2007,,,,0.083,51.0,40.0,15.4,,, PA,Lancaster
2008,,,,0.08,48.0,35.0,13.9,,, PA,Lancaster
2009,,,,0.069,41.0,29.0,12.2,,, PA,Lancaster
2010,,,,0.08199999999999999,44.0,34.0,11.7,,, PA,Lancaster
2011,,,,0.078,42.0,30.0,12.0,,, PA,Lancaster
2012,,,,0.081,41.0,29.0,12.6,,, PA,Lancaster
2013,,,,0.066,44.0,34.0,11.3,,, PA,Lancaster
2014,,,,0.066,37.0,30.0,11.1,,, PA,Lancaster
2015,,,,0.071,39.0,34.0,11.2,,, PA,Lancaster
2016,,,,0.071,44.0,26.0,9.4,,, PA,Lancaster
2017,,,,0.068,28.0,25.0,9.3,,, PA,Lancaster
2018,,,,0.069,38.0,24.0,8.7,,, PA,Lancaster
2019,,,,0.065,51.0,29.0,9.0,,, PA,Lancaster
2000,,,,0.077,,37.0,13.0,,, MI,Lansing-East Lansing
2001,,,,0.083,,37.0,13.8,,, MI,Lansing-East Lansing
2002,,,,0.08800000000000001,,33.0,13.5,,, MI,Lansing-East Lansing
2003,,,,0.085,,29.0,12.9,,, MI,Lansing-East Lansing
2004,,,,0.068,,29.0,11.1,,, MI,Lansing-East Lansing
2005,,,,0.08199999999999999,,38.0,13.5,,, MI,Lansing-East Lansing
2006,,,,0.071,,28.0,11.5,,, MI,Lansing-East Lansing
2007,,,,0.08,,29.0,11.5,,, MI,Lansing-East Lansing
2008,,,,0.07,,24.0,9.8,,, MI,Lansing-East Lansing
2009,,,,0.069,,27.0,9.1,,, MI,Lansing-East Lansing
2010,,,,0.065,,24.0,9.0,,, MI,Lansing-East Lansing
2011,,,,0.07,,21.0,8.7,,, MI,Lansing-East Lansing
2012,,,,0.08,,24.0,8.6,,, MI,Lansing-East Lansing
2013,,,,0.066,,17.0,7.6,,, MI,Lansing-East Lansing
2014,,,,0.065,,22.0,9.4,,, MI,Lansing-East Lansing
2015,,,,0.064,,25.0,8.6,,, MI,Lansing-East Lansing
2016,,,,0.073,,18.0,7.3,,, MI,Lansing-East Lansing
2017,,,,0.066,,17.0,7.2,,, MI,Lansing-East Lansing
2018,,,,0.066,,17.0,7.2,,, MI,Lansing-East Lansing
2019,,,,0.066,,17.0,7.2,,, MI,Lansing-East Lansing
2000,,,,,45.0,,,,, WY,Laramie
2001,,,,,52.0,,,,, WY,Laramie
2002,,,,,114.0,,,,, WY,Laramie
2003,,,,,74.0,,,,, WY,Laramie
2004,,,,,61.0,,,,, WY,Laramie
2005,,,,,51.0,,,,, WY,Laramie
2006,,,,,40.0,,,,, WY,Laramie
2007,,,,,66.0,,,,, WY,Laramie
2008,,,,,92.0,,,,, WY,Laramie
2009,,,,,61.0,,,,, WY,Laramie
2010,,,,,106.0,,,,, WY,Laramie
2011,,,,,81.0,,,,, WY,Laramie
2012,,,,,122.0,,,,, WY,Laramie
2013,,,,,57.0,,,,, WY,Laramie
2014,,,,,77.0,,,,, WY,Laramie
2015,,,,,61.0,,,,, WY,Laramie
2016,,,,,60.0,,,,, WY,Laramie
2017,,,,,86.0,,,,, WY,Laramie
2018,,,,,76.0,,,,, WY,Laramie
2019,,,,,68.0,,,,, WY,Laramie
2000,5.5,,,0.07,54.5,,,0.04,, TX,Laredo
2001,5.4,,,0.063,54.0,,,0.02,, TX,Laredo
2002,4.3,,,0.066,45.5,,,0.01,, TX,Laredo
2003,3.5,,,0.065,55.0,,,0.01,, TX,Laredo
2004,3.3,,,0.061,33.5,,,0.02,, TX,Laredo
2005,3.0,,,0.064,43.0,,,0.02,, TX,Laredo
2006,4.3,,,0.06,77.0,,,0.01,, TX,Laredo
2007,2.2,,,0.059000000000000004,45.5,,,0.01,, TX,Laredo
2008,2.3,,,0.055999999999999994,40.5,,,0.01,, TX,Laredo
2009,1.6,,,0.052000000000000005,59.0,,,0.01,, TX,Laredo
2010,1.2,,,0.063,56.0,,,0.03,, TX,Laredo
2011,1.2,,,0.064,54.2,,,0.02,, TX,Laredo
2012,1.2,,,0.064,48.3,,,0.02,, TX,Laredo
2013,1.2,,,0.065,57.0,,,0.01,, TX,Laredo
2014,1.2,,,0.057,46.5,,,0.0,, TX,Laredo
2015,1.2,,,0.055999999999999994,54.0,,,0.01,, TX,Laredo
2016,1.3,,,0.05,43.5,,,0.01,, TX,Laredo
2017,1.2,,,0.054000000000000006,34.0,,,0.0,, TX,Laredo
2018,1.2,,,0.057999999999999996,71.0,,,0.0,, TX,Laredo
2019,1.2,,,0.059000000000000004,45.0,,,0.0,, TX,Laredo
2000,,58.0,8.0,0.077,63.0,12.0,6.3,,, NM,Las Cruces
2001,,53.0,8.0,0.073,70.0,12.0,6.3,,, NM,Las Cruces
2002,,51.0,8.0,0.077,95.0,17.0,6.6,,, NM,Las Cruces
2003,,51.0,8.0,0.075,169.0,15.0,6.9,,, NM,Las Cruces
2004,,49.0,7.0,0.07200000000000001,81.0,13.0,6.1,,, NM,Las Cruces
2005,,48.0,7.0,0.07200000000000001,64.0,15.0,6.1,,, NM,Las Cruces
2006,,49.0,7.0,0.07400000000000001,186.0,12.0,6.6,,, NM,Las Cruces
2007,,46.0,7.0,0.071,115.0,15.0,6.3,,, NM,Las Cruces
2008,,51.0,7.0,0.071,79.0,12.0,5.9,,, NM,Las Cruces
2009,,48.0,6.0,0.065,89.0,14.0,5.6,,, NM,Las Cruces
2010,,47.0,7.0,0.065,75.0,9.0,4.7,,, NM,Las Cruces
2011,,45.0,6.0,0.069,151.0,13.0,5.7,,, NM,Las Cruces
2012,,44.0,6.0,0.073,60.0,15.0,6.7,,, NM,Las Cruces
2013,,41.0,5.0,0.071,228.0,16.0,6.6,,, NM,Las Cruces
2014,,43.0,6.0,0.068,80.0,12.0,5.3,,, NM,Las Cruces
2015,,43.0,6.0,0.07,39.0,10.0,4.7,,, NM,Las Cruces
2016,,43.0,6.0,0.068,50.0,10.0,5.0,,, NM,Las Cruces
2017,,42.0,5.0,0.073,94.0,15.0,5.8,,, NM,Las Cruces
2018,,44.0,6.0,0.076,57.0,12.0,4.9,,, NM,Las Cruces
2019,,44.0,6.0,0.073,62.0,9.0,4.9,,, NM,Las Cruces
2000,5.9,,22.0,0.077,133.3,10.0,4.2,,, NV,Las Vegas-Henderson-Paradise
2001,6.0,,22.0,0.076,105.4,9.0,4.2,,, NV,Las Vegas-Henderson-Paradise
2002,5.1,,22.0,0.08,158.0,12.0,4.0,,, NV,Las Vegas-Henderson-Paradise
2003,4.8,,21.0,0.08,129.6,8.0,3.7,,, NV,Las Vegas-Henderson-Paradise
2004,4.4,,20.0,0.077,72.0,7.0,3.4,,, NV,Las Vegas-Henderson-Paradise
2005,4.6,,19.0,0.08199999999999999,64.9,10.0,3.8,,, NV,Las Vegas-Henderson-Paradise
2006,4.4,,21.0,0.08,75.4,9.0,3.5,,, NV,Las Vegas-Henderson-Paradise
2007,3.3,,19.0,0.079,72.9,9.0,4.0,,, NV,Las Vegas-Henderson-Paradise
2008,3.0,,17.0,0.073,78.0,13.0,4.4,,, NV,Las Vegas-Henderson-Paradise
2009,2.6,,15.0,0.071,68.3,11.0,3.9,,, NV,Las Vegas-Henderson-Paradise
2010,2.7,,13.0,0.07,45.0,10.0,3.4,,, NV,Las Vegas-Henderson-Paradise
2011,2.5,,13.0,0.07400000000000001,73.9,9.0,3.7,,, NV,Las Vegas-Henderson-Paradise
2012,2.6,,14.0,0.076,111.4,13.0,5.0,,, NV,Las Vegas-Henderson-Paradise
2013,2.7,,14.0,0.073,116.4,17.0,5.2,,, NV,Las Vegas-Henderson-Paradise
2014,2.5,,13.0,0.07400000000000001,74.0,12.0,4.6,,, NV,Las Vegas-Henderson-Paradise
2015,2.2,,14.0,0.07,67.0,10.0,4.9,,, NV,Las Vegas-Henderson-Paradise
2016,2.1,,16.0,0.069,93.1,13.0,6.0,,, NV,Las Vegas-Henderson-Paradise
2017,2.4,,17.0,0.07,88.3,11.0,5.0,,, NV,Las Vegas-Henderson-Paradise
2018,2.4,,17.0,0.07200000000000001,91.3,14.0,4.2,,, NV,Las Vegas-Henderson-Paradise
2019,2.2,,17.0,0.066,80.3,9.0,3.9,,, NV,Las Vegas-Henderson-Paradise
2000,,53.0,13.0,0.077,,39.0,16.6,,48.0, KY,Lexington-Fayette
2001,,56.0,13.0,0.077,,36.0,15.9,,70.0, KY,Lexington-Fayette
2002,,54.0,12.0,0.083,,42.0,15.1,,32.0, KY,Lexington-Fayette
2003,,48.0,12.0,0.071,,28.0,13.8,,43.0, KY,Lexington-Fayette
2004,,52.0,12.0,0.064,,29.0,13.5,,42.0, KY,Lexington-Fayette
2005,,53.0,12.0,0.078,,36.0,15.5,,39.0, KY,Lexington-Fayette
2006,,50.0,12.0,0.07,,30.0,13.7,,46.0, KY,Lexington-Fayette
2007,,56.0,11.0,0.079,,35.0,14.6,,52.0, KY,Lexington-Fayette
2008,,49.0,8.0,0.07,,24.0,12.1,,35.0, KY,Lexington-Fayette
2009,,44.0,8.0,0.064,,21.0,11.1,,42.0, KY,Lexington-Fayette
2010,,56.0,9.0,0.07,,23.0,12.2,,40.0, KY,Lexington-Fayette
2011,,47.0,8.0,0.07400000000000001,,24.0,10.3,,23.0, KY,Lexington-Fayette
2012,,45.0,8.0,0.078,,19.0,9.8,,15.0, KY,Lexington-Fayette
2013,,44.0,7.0,0.061,,20.0,9.4,,12.0, KY,Lexington-Fayette
2014,,39.0,7.0,0.065,,22.0,9.4,,13.0, KY,Lexington-Fayette
2015,,41.0,7.0,0.069,,19.0,8.6,,9.0, KY,Lexington-Fayette
2016,,43.0,7.0,0.066,,17.0,8.2,,3.0, KY,Lexington-Fayette
2017,,37.0,5.0,0.063,,18.0,7.8,,4.0, KY,Lexington-Fayette
2018,,31.0,3.0,0.063,,18.0,8.6,,5.0, KY,Lexington-Fayette
2019,,42.0,6.0,0.059000000000000004,,17.0,8.0,,4.0, KY,Lexington-Fayette
2000,,,,0.057,,25.0,10.4,,, NE,Lincoln
2001,,,,0.051,,23.0,10.0,,, NE,Lincoln
2002,,,,0.054000000000000006,,26.0,9.5,,, NE,Lincoln
2003,,,,0.06,,23.0,9.3,,, NE,Lincoln
2004,,,,0.055999999999999994,,29.0,8.8,,, NE,Lincoln
2005,,,,0.055999999999999994,,28.0,9.7,,, NE,Lincoln
2006,,,,0.055999999999999994,,21.0,7.9,,, NE,Lincoln
2007,,,,0.054000000000000006,,16.0,8.2,,, NE,Lincoln
2008,,,,0.051,,17.0,8.1,,, NE,Lincoln
2009,,,,0.053,,18.0,8.1,,, NE,Lincoln
2010,,,,0.05,,26.0,9.0,,, NE,Lincoln
2011,,,,0.053,,21.0,8.5,,, NE,Lincoln
2012,,,,0.057999999999999996,,20.0,8.7,,, NE,Lincoln
2013,,,,0.055,,20.0,8.1,,, NE,Lincoln
2014,,,,0.061,,20.0,7.8,,, NE,Lincoln
2015,,,,0.061,,15.0,6.4,,, NE,Lincoln
2016,,,,0.057999999999999996,,16.0,6.1,,, NE,Lincoln
2017,,,,0.062,,19.0,6.7,,, NE,Lincoln
2018,,,,0.062,,19.0,7.1,,, NE,Lincoln
2019,,,,0.055999999999999994,,17.0,6.5,,, NE,Lincoln
2000,,62.0,15.0,0.09,48.5,34.0,15.5,,, AR,Little Rock-North Little Rock-Conway
2001,,62.0,15.0,0.079,54.0,32.0,14.7,,, AR,Little Rock-North Little Rock-Conway
2002,,62.0,15.0,0.085,52.5,32.0,13.2,,, AR,Little Rock-North Little Rock-Conway
2003,,54.0,14.0,0.075,47.0,26.0,12.9,,, AR,Little Rock-North Little Rock-Conway
2004,,54.0,14.0,0.073,51.5,28.0,12.2,,, AR,Little Rock-North Little Rock-Conway
2005,,54.0,12.0,0.083,47.0,39.0,14.7,,, AR,Little Rock-North Little Rock-Conway
2006,,50.0,12.0,0.083,37.5,26.0,12.2,,, AR,Little Rock-North Little Rock-Conway
2007,,46.0,11.0,0.081,44.5,30.0,12.8,,, AR,Little Rock-North Little Rock-Conway
2008,,40.0,9.0,0.068,39.0,26.0,11.6,,, AR,Little Rock-North Little Rock-Conway
2009,,40.0,9.0,0.07200000000000001,33.0,23.0,10.8,,, AR,Little Rock-North Little Rock-Conway
2010,,51.0,10.0,0.07200000000000001,37.0,22.0,12.3,,, AR,Little Rock-North Little Rock-Conway
2011,,47.0,10.0,0.078,44.0,25.0,12.0,,, AR,Little Rock-North Little Rock-Conway
2012,,55.0,11.0,0.078,35.5,23.0,11.3,,, AR,Little Rock-North Little Rock-Conway
2013,,47.0,10.0,0.067,55.5,21.0,10.4,,, AR,Little Rock-North Little Rock-Conway
2014,,45.0,9.0,0.066,41.5,22.0,10.2,,, AR,Little Rock-North Little Rock-Conway
2015,,45.0,9.0,0.063,41.5,20.0,9.7,,, AR,Little Rock-North Little Rock-Conway
2016,,41.0,8.0,0.064,39.0,19.0,9.4,,, AR,Little Rock-North Little Rock-Conway
2017,,39.0,8.0,0.06,33.5,18.0,9.2,,, AR,Little Rock-North Little Rock-Conway
2018,,42.0,7.0,0.066,43.0,21.0,9.3,,, AR,Little Rock-North Little Rock-Conway
2019,,38.0,8.0,0.059000000000000004,37.0,19.0,9.5,,, AR,Little Rock-North Little Rock-Conway
2000,,33.0,6.0,0.099,,,,,70.0, TX,Longview
2001,,33.0,7.0,0.08199999999999999,,,,,71.0, TX,Longview
2002,,30.0,7.0,0.084,,,,,46.0, TX,Longview
2003,,32.0,7.0,0.08199999999999999,,,,,71.0, TX,Longview
2004,,29.0,7.0,0.083,,,,,67.0, TX,Longview
2005,,30.0,7.0,0.08800000000000001,,,,,68.0, TX,Longview
2006,,30.0,7.0,0.084,,,,,64.0, TX,Longview
2007,,28.0,7.0,0.081,,,,,103.0, TX,Longview
2008,,32.0,7.0,0.071,,,,,65.0, TX,Longview
2009,,33.0,5.0,0.073,,,,,56.0, TX,Longview
2010,,42.0,7.0,0.078,,,,,76.0, TX,Longview
2011,,36.0,6.0,0.08199999999999999,,,,,51.0, TX,Longview
2012,,26.0,5.0,0.078,,,,,42.0, TX,Longview
2013,,23.0,5.0,0.071,,,,,65.0, TX,Longview
2014,,24.0,4.0,0.066,,,,,42.0, TX,Longview
2015,,23.0,4.0,0.068,,,,,30.0, TX,Longview
2016,,23.0,4.0,0.065,,,,,33.0, TX,Longview
2017,,18.0,3.0,0.062,,,,,27.0, TX,Longview
2018,,19.0,4.0,0.068,,,,,51.0, TX,Longview
2019,,18.0,3.0,0.067,,,,,46.0, TX,Longview
2000,4.5,96.0,29.0,0.091,77.0,51.0,17.9,0.05,, CA,Los Angeles-Long Beach-Anaheim
2001,3.5,91.0,28.0,0.08800000000000001,77.3,49.0,18.7,0.05,, CA,Los Angeles-Long Beach-Anaheim
2002,3.2,86.0,27.0,0.09300000000000001,73.3,45.0,18.2,0.04,, CA,Los Angeles-Long Beach-Anaheim
2003,3.1,90.0,26.0,0.10099999999999999,73.5,45.0,16.7,0.06,, CA,Los Angeles-Long Beach-Anaheim
2004,2.7,80.0,23.0,0.09,65.2,44.0,15.7,0.06,, CA,Los Angeles-Long Beach-Anaheim
2005,2.4,70.0,22.0,0.087,51.7,39.0,14.2,0.02,, CA,Los Angeles-Long Beach-Anaheim
2006,2.2,73.0,22.0,0.092,59.5,31.0,13.0,0.01,, CA,Los Angeles-Long Beach-Anaheim
2007,2.0,73.0,22.0,0.08800000000000001,83.5,40.0,13.5,0.02,, CA,Los Angeles-Long Beach-Anaheim
2008,1.8,72.0,21.0,0.091,65.8,31.0,12.5,0.02,, CA,Los Angeles-Long Beach-Anaheim
2009,1.8,64.0,19.0,0.08800000000000001,53.3,31.0,11.7,0.02,, CA,Los Angeles-Long Beach-Anaheim
2010,1.6,60.0,18.0,0.076,41.8,26.0,9.7,0.01,, CA,Los Angeles-Long Beach-Anaheim
2011,1.6,58.0,17.0,0.079,48.7,27.0,10.3,0.01,, CA,Los Angeles-Long Beach-Anaheim
2012,1.6,56.0,16.0,0.08,52.5,24.0,9.9,0.01,, CA,Los Angeles-Long Beach-Anaheim
2013,1.6,55.0,16.0,0.076,55.2,23.0,9.7,0.01,, CA,Los Angeles-Long Beach-Anaheim
2014,1.5,56.0,15.0,0.083,60.2,27.0,9.7,0.01,, CA,Los Angeles-Long Beach-Anaheim
2015,1.4,53.0,14.0,0.083,60.3,27.0,9.2,0.01,, CA,Los Angeles-Long Beach-Anaheim
2016,1.2,51.0,14.0,0.083,67.8,23.0,9.4,0.01,, CA,Los Angeles-Long Beach-Anaheim
2017,1.3,50.0,14.0,0.09,57.2,24.0,10.0,0.01,, CA,Los Angeles-Long Beach-Anaheim
2018,1.3,49.0,13.0,0.083,60.3,27.0,10.4,0.01,, CA,Los Angeles-Long Beach-Anaheim
2019,1.2,45.0,12.0,0.08,71.7,22.0,8.8,0.01,, CA,Los Angeles-Long Beach-Anaheim
2000,,,,0.084,,37.0,16.3,,131.0, KY-IN,Louisville/Jefferson County
2001,,,,0.081,,38.0,15.7,,122.0, KY-IN,Louisville/Jefferson County
2002,,,,0.092,,41.0,14.6,,117.0, KY-IN,Louisville/Jefferson County
2003,,,,0.077,,34.0,14.4,,126.0, KY-IN,Louisville/Jefferson County
2004,,,,0.071,,27.0,13.7,,126.0, KY-IN,Louisville/Jefferson County
2005,,,,0.083,,40.0,16.8,,133.0, KY-IN,Louisville/Jefferson County
2006,,,,0.076,,28.0,13.3,,137.0, KY-IN,Louisville/Jefferson County
2007,,,,0.083,,35.0,14.7,,163.0, KY-IN,Louisville/Jefferson County
2008,,,,0.07400000000000001,,27.0,12.7,,124.0, KY-IN,Louisville/Jefferson County
2009,,,,0.068,,24.0,11.9,,112.0, KY-IN,Louisville/Jefferson County
2010,,,,0.075,,30.0,13.8,,110.0, KY-IN,Louisville/Jefferson County
2011,,,,0.081,,26.0,11.3,,63.0, KY-IN,Louisville/Jefferson County
2012,,,,0.085,,20.0,10.4,,72.0, KY-IN,Louisville/Jefferson County
2013,,,,0.067,,21.0,10.5,,69.0, KY-IN,Louisville/Jefferson County
2014,,,,0.067,,25.0,11.7,,78.0, KY-IN,Louisville/Jefferson County
2015,,,,0.069,,22.0,10.0,,36.0, KY-IN,Louisville/Jefferson County
2016,,,,0.07,,17.0,7.6,,18.0, KY-IN,Louisville/Jefferson County
2017,,,,0.066,,18.0,8.7,,11.0, KY-IN,Louisville/Jefferson County
2018,,,,0.069,,18.0,8.7,,12.0, KY-IN,Louisville/Jefferson County
2019,,,,0.064,,18.0,8.7,,10.0, KY-IN,Louisville/Jefferson County
2000,,,,0.081,,,,,, MI,Ludington
2001,,,,0.09300000000000001,,,,,, MI,Ludington
2002,,,,0.08900000000000001,,,,,, MI,Ludington
2003,,,,0.087,,,,,, MI,Ludington
2004,,,,0.071,,,,,, MI,Ludington
2005,,,,0.085,,,,,, MI,Ludington
2006,,,,0.076,,,,,, MI,Ludington
2007,,,,0.083,,,,,, MI,Ludington
2008,,,,0.068,,,,,, MI,Ludington
2009,,,,0.068,,,,,, MI,Ludington
2010,,,,0.07,,,,,, MI,Ludington
2011,,,,0.07200000000000001,,,,,, MI,Ludington
2012,,,,0.085,,,,,, MI,Ludington
2013,,,,0.068,,,,,, MI,Ludington
2014,,,,0.07,,,,,, MI,Ludington
2015,,,,0.066,,,,,, MI,Ludington
2016,,,,0.07400000000000001,,,,,, MI,Ludington
2017,,,,0.064,,,,,, MI,Ludington
2018,,,,0.068,,,,,, MI,Ludington
2019,,,,0.057,,,,,, MI,Ludington
2000,,,,0.09699999999999999,,36.0,17.5,,, GA,Macon
2001,,,,0.086,,31.0,14.9,,, GA,Macon
2002,,,,0.09300000000000001,,30.0,14.3,,, GA,Macon
2003,,,,0.081,,28.0,13.9,,, GA,Macon
2004,,,,0.086,,37.0,15.5,,, GA,Macon
2005,,,,0.08199999999999999,,32.0,15.5,,, GA,Macon
2006,,,,0.077,,29.0,15.4,,, GA,Macon
2007,,,,0.08,,36.0,15.0,,, GA,Macon
2008,,,,0.078,,30.0,12.2,,, GA,Macon
2009,,,,0.07,,25.0,11.4,,, GA,Macon
2010,,,,0.071,,25.0,12.6,,, GA,Macon
2011,,,,0.078,,27.0,12.6,,, GA,Macon
2012,,,,0.07200000000000001,,21.0,10.2,,, GA,Macon
2013,,,,0.064,,19.0,9.1,,, GA,Macon
2014,,,,0.065,,20.0,10.1,,, GA,Macon
2015,,,,0.062,,19.0,8.5,,, GA,Macon
2016,,,,0.07,,18.0,8.1,,, GA,Macon
2017,,,,0.063,,18.0,8.6,,, GA,Macon
2018,,,,0.064,,17.0,8.1,,, GA,Macon
2019,,,,0.066,,17.0,8.7,,, GA,Macon
2000,,,13.0,0.08800000000000001,,,,,, CA,Madera
2001,,,11.0,0.09,,,,,, CA,Madera
2002,,,12.0,0.096,,,,,, CA,Madera
2003,,,10.0,0.09300000000000001,,,,,, CA,Madera
2004,,,10.0,0.078,,,,,, CA,Madera
2005,,,10.0,0.076,,,,,, CA,Madera
2006,,,11.0,0.081,,,,,, CA,Madera
2007,,,10.0,0.077,,,,,, CA,Madera
2008,,,10.0,0.091,,,,,, CA,Madera
2009,,,9.0,0.085,,,,,, CA,Madera
2010,,,8.0,0.078,,,,,, CA,Madera
2011,,,8.0,0.08,,,,,, CA,Madera
2012,,,8.0,0.078,,,,,, CA,Madera
2013,,,7.0,0.079,,,,,, CA,Madera
2014,,,6.0,0.08800000000000001,,,,,, CA,Madera
2015,,,6.0,0.08,,,,,, CA,Madera
2016,,,6.0,0.081,,,,,, CA,Madera
2017,,,6.0,0.081,,,,,, CA,Madera
2018,,,6.0,0.07200000000000001,,,,,, CA,Madera
2019,,,6.0,0.075,,,,,, CA,Madera
2000,,,,0.07200000000000001,,34.0,12.8,,, WI,Madison
2001,,,,0.078,,37.0,13.3,,, WI,Madison
2002,,,,0.081,,33.0,12.3,,, WI,Madison
2003,,,,0.078,,32.0,11.9,,, WI,Madison
2004,,,,0.065,,32.0,11.3,,, WI,Madison
2005,,,,0.079,,40.0,12.7,,, WI,Madison
2006,,,,0.066,,33.0,12.0,,, WI,Madison
2007,,,,0.079,,37.0,13.2,,, WI,Madison
2008,,,,0.064,,31.0,12.6,,, WI,Madison
2009,,,,0.063,,32.0,11.5,,, WI,Madison
2010,,,,0.062,,30.0,10.1,,, WI,Madison
2011,,,,0.068,,27.0,10.3,,, WI,Madison
2012,,,,0.07400000000000001,,27.0,9.4,,, WI,Madison
2013,,,,0.067,,23.0,9.3,,, WI,Madison
2014,,,,0.068,,25.0,9.3,,, WI,Madison
2015,,,,0.064,,23.0,8.6,,, WI,Madison
2016,,,,0.068,,19.0,7.4,,, WI,Madison
2017,,,,0.064,,21.0,7.8,,, WI,Madison
2018,,,,0.066,,22.0,8.2,,, WI,Madison
2019,,,,0.059000000000000004,,24.0,8.6,,, WI,Madison
2000,,,,0.084,,,,,, WI,Manitowoc
2001,,,,0.09699999999999999,,,,,, WI,Manitowoc
2002,,,,0.083,,,,,, WI,Manitowoc
2003,,,,0.092,,,,,, WI,Manitowoc
2004,,,,0.07400000000000001,,,,,, WI,Manitowoc
2005,,,,0.095,,,,,, WI,Manitowoc
2006,,,,0.078,,,,,, WI,Manitowoc
2007,,,,0.085,,,,,, WI,Manitowoc
2008,,,,0.064,,,,,, WI,Manitowoc
2009,,,,0.078,,,,,, WI,Manitowoc
2010,,,,0.077,,,,,, WI,Manitowoc
2011,,,,0.076,,,,,, WI,Manitowoc
2012,,,,0.08800000000000001,,,,,, WI,Manitowoc
2013,,,,0.073,,,,,, WI,Manitowoc
2014,,,,0.066,,,,,, WI,Manitowoc
2015,,,,0.077,,,,,, WI,Manitowoc
2016,,,,0.07400000000000001,,,,,, WI,Manitowoc
2017,,,,0.071,,,,,, WI,Manitowoc
2018,,,,0.076,,,,,, WI,Manitowoc
2019,,,,0.066,,,,,, WI,Manitowoc
2000,,,,0.08199999999999999,,,,,, OH,Marietta
2001,,,,0.085,,,,,, OH,Marietta
2002,,,,0.095,,,,,, OH,Marietta
2003,,,,0.08,,,,,, OH,Marietta
2004,,,,0.077,,,,,, OH,Marietta
2005,,,,0.08800000000000001,,,,,, OH,Marietta
2006,,,,0.081,,,,,, OH,Marietta
2007,,,,0.086,,,,,, OH,Marietta
2008,,,,0.078,,,,,, OH,Marietta
2009,,,,0.067,,,,,, OH,Marietta
2010,,,,0.076,,,,,, OH,Marietta
2011,,,,0.071,,,,,, OH,Marietta
2012,,,,0.075,,,,,, OH,Marietta
2013,,,,0.063,,,,,, OH,Marietta
2014,,,,0.063,,,,,, OH,Marietta
2015,,,,0.068,,,,,, OH,Marietta
2016,,,,0.064,,,,,, OH,Marietta
2017,,,,0.062,,,,,, OH,Marietta
2018,,,,0.066,,,,,, OH,Marietta
2019,,,,0.062,,,,,, OH,Marietta
2000,,25.0,3.0,0.08800000000000001,,36.0,11.4,,, TX,Marshall
2001,,25.0,3.0,0.08800000000000001,,36.0,11.4,,, TX,Marshall
2002,,25.0,3.0,0.08800000000000001,,36.0,11.4,,, TX,Marshall
2003,,23.0,4.0,0.08,,24.0,12.0,,, TX,Marshall
2004,,19.0,3.0,0.077,,23.0,10.9,,, TX,Marshall
2005,,25.0,4.0,0.084,,29.0,12.4,,, TX,Marshall
2006,,25.0,4.0,0.08,,26.0,11.3,,, TX,Marshall
2007,,19.0,4.0,0.069,,24.0,11.5,,, TX,Marshall
2008,,20.0,4.0,0.068,,21.0,10.2,,, TX,Marshall
2009,,19.0,3.0,0.068,,18.0,9.4,,, TX,Marshall
2010,,24.0,4.0,0.07400000000000001,,22.0,10.4,,, TX,Marshall
2011,,28.0,4.0,0.076,,19.0,11.9,,, TX,Marshall
2012,,20.0,4.0,0.07200000000000001,,24.0,10.4,,, TX,Marshall
2013,,19.0,3.0,0.07,,23.0,9.4,,, TX,Marshall
2014,,18.0,3.0,0.066,,19.0,8.9,,, TX,Marshall
2015,,18.0,2.0,0.062,,16.0,8.8,,, TX,Marshall
