Year,CO,NO2,NO2,O3,PM10,PM2.5,PM2.5,Pb,SO2,State,City
2001,,,,0.091,,36.0,13.5,,, DE,Dover
2002,,,,0.094,,46.0,13.1,,, DE,Dover
2003,,,,0.084,,33.0,12.5,,, DE,Dover
2004,,,,0.075,,30.0,12.6,,, DE,Dover
2005,,,,0.08199999999999999,,34.0,13.2,,, DE,Dover
2006,,,,0.085,,30.0,11.9,,, DE,Dover
2007,,,,0.078,,31.0,12.1,,, DE,Dover
2008,,,,0.081,,28.0,11.2,,, DE,Dover
2009,,,,0.066,,20.0,9.4,,, DE,Dover
2010,,,,0.077,,23.0,9.5,,, DE,Dover
2011,,,,0.07200000000000001,,24.0,8.8,,, DE,Dover
2012,,,,0.087,,21.0,8.2,,, DE,Dover
2013,,,,0.064,,21.0,8.1,,, DE,Dover
2014,,,,0.066,,20.0,8.2,,, DE,Dover
2015,,,,0.066,,21.0,7.8,,, DE,Dover
2016,,,,0.068,,16.0,6.9,,, DE,Dover
2017,,,,0.066,,16.0,6.5,,, DE,Dover
2018,,,,0.067,,14.0,6.1,,, DE,Dover
2019,,,,0.062,,18.0,6.9,,, DE,Dover
2000,,,,0.079,,,,,, PA,DuBois
2001,,,,0.08900000000000001,,,,,, PA,DuBois
2002,,,,0.095,,,,,, PA,DuBois
2003,,,,0.087,,,,,, PA,DuBois
2004,,,,0.07400000000000001,,,,,, PA,DuBois
2005,,,,0.086,,,,,, PA,DuBois
2006,,,,0.07200000000000001,,,,,, PA,DuBois
2007,,,,0.07200000000000001,,,,,, PA,DuBois
2008,,,,0.077,,,,,, PA,DuBois
2009,,,,0.066,,,,,, PA,DuBois
2010,,,,0.077,,,,,, PA,DuBois
2011,,,,0.073,,,,,, PA,DuBois
2012,,,,0.073,,,,,, PA,DuBois
2013,,,,0.067,,,,,, PA,DuBois
2014,,,,0.06,,,,,, PA,DuBois
2015,,,,0.068,,,,,, PA,DuBois
2016,,,,0.066,,,,,, PA,DuBois
2017,,,,0.064,,,,,, PA,DuBois
2018,,,,0.064,,,,,, PA,DuBois
2019,,,,0.054000000000000006,,,,,, PA,DuBois
2000,,,,0.065,48.0,22.0,7.3,,, MN-WI,Duluth
2001,,,,0.062,40.0,18.0,7.0,,, MN-WI,Duluth
2002,,,,0.065,44.0,21.0,6.6,,, MN-WI,Duluth
2003,,,,0.068,52.5,19.0,6.6,,, MN-WI,Duluth
2004,,,,0.061,54.5,18.0,5.5,,, MN-WI,Duluth
2005,,,,0.07,43.5,22.0,6.4,,, MN-WI,Duluth
2006,,,,0.063,44.0,21.0,6.4,,, MN-WI,Duluth
2007,,,,0.063,48.0,17.0,5.9,,, MN-WI,Duluth
2008,,,,0.059000000000000004,42.5,18.0,6.2,,, MN-WI,Duluth
2009,,,,0.062,39.5,23.0,6.1,,, MN-WI,Duluth
2010,,,,0.067,44.0,15.0,5.3,,, MN-WI,Duluth
2011,,,,0.059000000000000004,49.0,16.0,5.3,,, MN-WI,Duluth
2012,,,,0.063,37.0,17.0,5.5,,, MN-WI,Duluth
2013,,,,0.057,46.0,18.0,6.8,,, MN-WI,Duluth
2014,,,,0.057,59.0,18.0,7.0,,, MN-WI,Duluth
2015,,,,0.055999999999999994,49.5,16.0,5.7,,, MN-WI,Duluth
2016,,,,0.052000000000000005,39.5,13.0,3.7,,, MN-WI,Duluth
2017,,,,0.054000000000000006,46.0,14.0,4.0,,, MN-WI,Duluth
2018,,,,0.059000000000000004,59.5,17.0,5.0,,, MN-WI,Duluth
2019,,,,0.055999999999999994,52.0,16.0,5.0,,, MN-WI,Duluth
2000,,,7.0,0.061,,,,,, CO,Durango
2001,,,7.0,0.051,,,,,, CO,Durango
2002,,,7.0,0.055,,,,,, CO,Durango
2003,,,7.0,0.06,,,,,, CO,Durango
2004,,,7.0,0.06,,,,,, CO,Durango
2005,,,7.0,0.066,,,,,, CO,Durango
2006,,,6.0,0.063,,,,,, CO,Durango
2007,,,7.0,0.071,,,,,, CO,Durango
2008,,,6.0,0.067,,,,,, CO,Durango
2009,,,8.0,0.066,,,,,, CO,Durango
2010,,,6.0,0.067,,,,,, CO,Durango
2011,,,6.0,0.069,,,,,, CO,Durango
2012,,,5.0,0.069,,,,,, CO,Durango
2013,,,5.0,0.067,,,,,, CO,Durango
2014,,,4.0,0.065,,,,,, CO,Durango
2015,,,4.0,0.066,,,,,, CO,Durango
2016,,,5.0,0.07200000000000001,,,,,, CO,Durango
2017,,,5.0,0.069,,,,,, CO,Durango
2018,,,5.0,0.067,,,,,, CO,Durango
2019,,,5.0,0.063,,,,,, CO,Durango
2000,,,,0.08199999999999999,,,,,, NC,Durham-Chapel Hill
2001,,,,0.08800000000000001,,,,,, NC,Durham-Chapel Hill
2002,,,,0.102,,,,,, NC,Durham-Chapel Hill
2003,,,,0.083,,,,,, NC,Durham-Chapel Hill
2004,,,,0.076,,,,,, NC,Durham-Chapel Hill
2005,,,,0.079,,,,,, NC,Durham-Chapel Hill
2006,,,,0.075,,,,,, NC,Durham-Chapel Hill
2007,,,,0.079,,,,,, NC,Durham-Chapel Hill
2008,,,,0.078,,,,,, NC,Durham-Chapel Hill
2009,,,,0.065,,,,,, NC,Durham-Chapel Hill
2010,,,,0.07400000000000001,,,,,, NC,Durham-Chapel Hill
2011,,,,0.07200000000000001,,,,,, NC,Durham-Chapel Hill
2012,,,,0.076,,,,,, NC,Durham-Chapel Hill
2013,,,,0.059000000000000004,,,,,, NC,Durham-Chapel Hill
2014,,,,0.065,,,,,, NC,Durham-Chapel Hill
2015,,,,0.061,,,,,, NC,Durham-Chapel Hill
2016,,,,0.063,,,,,, NC,Durham-Chapel Hill
2017,,,,0.061,,,,,, NC,Durham-Chapel Hill
2018,,,,0.063,,,,,, NC,Durham-Chapel Hill
2019,,,,0.063,,,,,, NC,Durham-Chapel Hill
2000,,,,0.07400000000000001,,,,,, IL,Effingham
2001,,,,0.077,,,,,, IL,Effingham
2002,,,,0.08,,,,,, IL,Effingham
2003,,,,0.069,,,,,, IL,Effingham
2004,,,,0.067,,,,,, IL,Effingham
2005,,,,0.073,,,,,, IL,Effingham
2006,,,,0.067,,,,,, IL,Effingham
2007,,,,0.078,,,,,, IL,Effingham
2008,,,,0.063,,,,,, IL,Effingham
2009,,,,0.067,,,,,, IL,Effingham
2010,,,,0.07200000000000001,,,,,, IL,Effingham
2011,,,,0.066,,,,,, IL,Effingham
2012,,,,0.073,,,,,, IL,Effingham
2013,,,,0.064,,,,,, IL,Effingham
2014,,,,0.063,,,,,, IL,Effingham
2015,,,,0.064,,,,,, IL,Effingham
2016,,,,0.066,,,,,, IL,Effingham
2017,,,,0.07,,,,,, IL,Effingham
2018,,,,0.066,,,,,, IL,Effingham
2019,,,,0.063,,,,,, IL,Effingham
2000,7.1,88.0,15.0,0.083,,37.0,12.9,,, CA,El Centro
2001,7.1,88.0,12.0,0.087,,34.0,11.9,,, CA,El Centro
2002,2.8,88.0,12.0,0.084,,34.0,12.2,,, CA,El Centro
2003,2.4,61.0,12.0,0.073,,33.0,11.2,,, CA,El Centro
2004,1.0,76.0,14.0,0.075,,29.0,10.7,,, CA,El Centro
2005,1.7,80.0,13.0,0.08,,32.0,11.3,,, CA,El Centro
2006,1.7,73.0,12.0,0.077,,37.0,10.6,,, CA,El Centro
2007,1.6,72.0,13.0,0.083,,28.0,10.7,,, CA,El Centro
2008,1.7,73.0,12.0,0.079,,21.0,9.1,,, CA,El Centro
2009,2.6,72.0,11.0,0.078,,23.0,9.7,,, CA,El Centro
2010,2.2,56.0,9.0,0.07400000000000001,,23.0,9.7,,, CA,El Centro
2011,1.6,63.0,11.0,0.076,,31.0,10.5,,, CA,El Centro
2012,1.7,66.0,12.0,0.078,,25.0,11.0,,, CA,El Centro
2013,1.4,62.0,10.0,0.077,,23.0,10.2,,, CA,El Centro
2014,0.9,61.0,10.0,0.075,,29.0,10.2,,, CA,El Centro
2015,0.4,60.0,9.0,0.075,,21.0,8.9,,, CA,El Centro
2016,1.0,60.0,8.0,0.07,,30.0,11.0,,, CA,El Centro
2017,0.5,59.0,9.0,0.073,,26.0,10.1,,, CA,El Centro
2018,0.5,64.0,10.0,0.067,,29.0,11.1,,, CA,El Centro
2019,0.5,49.0,8.0,0.065,,22.0,9.3,,, CA,El Centro
2000,9.2,67.0,19.0,0.078,97.0,22.0,9.4,,12.0, TX,El Paso
2001,6.4,68.0,19.0,0.075,98.0,27.0,9.4,,12.0, TX,El Paso
2002,5.2,80.0,19.0,0.08199999999999999,129.0,32.0,10.7,,15.0, TX,El Paso
2003,4.6,65.0,18.0,0.071,244.0,30.0,10.3,,11.0, TX,El Paso
2004,3.8,66.0,16.0,0.07400000000000001,132.0,28.0,10.0,,9.0, TX,El Paso
2005,3.9,64.0,15.0,0.077,84.0,27.0,9.7,,11.0, TX,El Paso
2006,3.3,65.0,17.0,0.077,99.0,21.0,8.9,,9.0, TX,El Paso
2007,2.8,63.0,17.0,0.07400000000000001,88.0,21.0,8.8,,9.0, TX,El Paso
2008,3.0,67.0,16.0,0.07400000000000001,73.0,20.0,9.1,,10.0, TX,El Paso
2009,2.5,56.0,15.0,0.068,67.0,15.0,8.1,,5.0, TX,El Paso
2010,2.8,55.0,15.0,0.068,63.0,25.0,8.2,,6.0, TX,El Paso
2011,2.2,54.0,15.0,0.069,159.0,37.0,12.5,,7.0, TX,El Paso
2012,2.4,53.0,14.0,0.066,148.0,14.0,7.4,,4.0, TX,El Paso
2013,2.6,51.0,13.0,0.066,137.0,20.0,8.6,,3.0, TX,El Paso
2014,2.4,54.0,12.0,0.066,77.0,17.0,8.2,,3.0, TX,El Paso
2015,2.8,59.0,12.0,0.068,63.0,16.0,6.6,,4.0, TX,El Paso
2016,2.4,60.0,12.0,0.066,62.0,14.0,7.1,,5.0, TX,El Paso
2017,2.3,58.0,12.0,0.069,104.0,19.0,7.9,,4.0, TX,El Paso
2018,2.3,61.0,13.0,0.075,114.0,19.0,8.1,,4.0, TX,El Paso
2019,2.3,61.0,11.0,0.07,75.0,25.0,6.3,,4.0, TX,El Paso
2000,,,,0.085,,39.0,16.4,,, KY,Elizabethtown-Fort Knox
2001,,,,0.08,,31.0,14.9,,, KY,Elizabethtown-Fort Knox
2002,,,,0.084,,32.0,14.0,,, KY,Elizabethtown-Fort Knox
2003,,,,0.073,,32.0,13.4,,, KY,Elizabethtown-Fort Knox
2004,,,,0.068,,28.0,12.2,,, KY,Elizabethtown-Fort Knox
2005,,,,0.079,,35.0,14.5,,, KY,Elizabethtown-Fort Knox
2006,,,,0.07400000000000001,,32.0,13.2,,, KY,Elizabethtown-Fort Knox
2007,,,,0.083,,38.0,14.4,,, KY,Elizabethtown-Fort Knox
2008,,,,0.07400000000000001,,25.0,12.2,,, KY,Elizabethtown-Fort Knox
2009,,,,0.066,,22.0,10.9,,, KY,Elizabethtown-Fort Knox
2010,,,,0.071,,21.0,11.8,,, KY,Elizabethtown-Fort Knox
2011,,,,0.069,,25.0,10.6,,, KY,Elizabethtown-Fort Knox
2012,,,,0.079,,23.0,10.2,,, KY,Elizabethtown-Fort Knox
2013,,,,0.062,,21.0,9.8,,, KY,Elizabethtown-Fort Knox
2014,,,,0.062,,23.0,10.2,,, KY,Elizabethtown-Fort Knox
2015,,,,0.066,,21.0,9.2,,, KY,Elizabethtown-Fort Knox
2016,,,,0.068,,17.0,8.2,,, KY,Elizabethtown-Fort Knox
2017,,,,0.06,,15.0,8.2,,, KY,Elizabethtown-Fort Knox
2018,,,,0.067,,17.0,8.0,,, KY,Elizabethtown-Fort Knox
2019,,,,0.057999999999999996,,15.0,7.3,,, KY,Elizabethtown-Fort Knox
2000,,,,0.099,,,,,, IN,Elkhart-Goshen
2001,,,,0.099,,,,,, IN,Elkhart-Goshen
2002,,,,0.099,,,,,, IN,Elkhart-Goshen
2003,,,,0.087,,,,,, IN,Elkhart-Goshen
2004,,,,0.077,,,,,, IN,Elkhart-Goshen
2005,,,,0.086,,,,,, IN,Elkhart-Goshen
2006,,,,0.067,,,,,, IN,Elkhart-Goshen
2007,,,,0.08199999999999999,,,,,, IN,Elkhart-Goshen
2008,,,,0.068,,,,,, IN,Elkhart-Goshen
2009,,,,0.061,,,,,, IN,Elkhart-Goshen
2010,,,,0.065,,,,,, IN,Elkhart-Goshen
2011,,,,0.07200000000000001,,,,,, IN,Elkhart-Goshen
2012,,,,0.075,,,,,, IN,Elkhart-Goshen
2013,,,,0.055,,,,,, IN,Elkhart-Goshen
2014,,,,0.055,,,,,, IN,Elkhart-Goshen
2015,,,,0.057999999999999996,,,,,, IN,Elkhart-Goshen
2016,,,,0.07200000000000001,,,,,, IN,Elkhart-Goshen
2017,,,,0.064,,,,,, IN,Elkhart-Goshen
2018,,,,0.07,,,,,, IN,Elkhart-Goshen
2019,,,,0.057999999999999996,,,,,, IN,Elkhart-Goshen
2000,,49.0,12.0,0.078,41.0,28.0,14.0,,, PA,Erie
2001,,53.0,12.0,0.08900000000000001,61.0,38.0,13.8,,, PA,Erie
2002,,49.0,12.0,0.098,60.0,43.0,13.2,,, PA,Erie
2003,,51.0,12.0,0.091,54.0,30.0,12.6,,, PA,Erie
2004,,52.0,12.0,0.07400000000000001,48.0,33.0,11.9,,, PA,Erie
2005,,57.0,13.0,0.086,53.0,41.0,14.4,,, PA,Erie
2006,,57.0,11.0,0.077,46.0,30.0,11.3,,, PA,Erie
2007,,48.0,11.0,0.084,56.0,35.0,12.1,,, PA,Erie
2008,,49.0,9.0,0.07400000000000001,65.0,29.0,10.7,,, PA,Erie
2009,,38.0,8.0,0.069,36.0,28.0,9.6,,, PA,Erie
2010,,40.0,8.0,0.075,47.0,30.0,11.1,,, PA,Erie
2011,,41.0,7.0,0.07200000000000001,41.0,27.0,11.4,,, PA,Erie
2012,,31.0,6.0,0.08199999999999999,32.0,25.0,11.2,,, PA,Erie
2013,,36.0,6.0,0.068,31.0,26.0,12.2,,, PA,Erie
2014,,40.0,6.0,0.065,24.0,24.0,10.8,,, PA,Erie
2015,,43.0,6.0,0.066,32.0,22.0,9.3,,, PA,Erie
2016,,37.0,5.0,0.067,29.0,17.0,7.7,,, PA,Erie
2017,,31.0,3.0,0.063,23.0,18.0,7.9,,, PA,Erie
2018,,31.0,4.0,0.062,32.0,21.0,8.7,,, PA,Erie
2019,,31.0,4.0,0.063,32.0,18.0,7.5,,, PA,Erie
2000,,,,0.055999999999999994,69.0,46.0,11.3,,, OR,Eugene
2001,,,,0.064,75.0,47.0,11.6,,, OR,Eugene
2002,,,,0.066,79.0,51.0,11.9,,, OR,Eugene
2003,,,,0.075,60.0,42.0,10.6,,, OR,Eugene
2004,,,,0.066,50.0,37.0,10.3,,, OR,Eugene
2005,,,,0.068,73.0,47.0,11.0,,, OR,Eugene
2006,,,,0.073,47.0,35.0,9.7,,, OR,Eugene
2007,,,,0.06,59.0,40.0,8.9,,, OR,Eugene
2008,,,,0.059000000000000004,45.0,34.0,9.6,,, OR,Eugene
2009,,,,0.065,45.0,39.0,9.8,,, OR,Eugene
2010,,,,0.057999999999999996,38.0,25.0,7.3,,, OR,Eugene
2011,,,,0.059000000000000004,46.0,32.0,8.4,,, OR,Eugene
2012,,,,0.061,41.0,32.0,7.0,,, OR,Eugene
2013,,,,0.055,40.0,40.0,8.8,,, OR,Eugene
2014,,,,0.057999999999999996,44.0,36.0,8.6,,, OR,Eugene
2015,,,,0.07,31.0,28.0,8.1,,, OR,Eugene
2016,,,,0.057,25.0,21.0,6.0,,, OR,Eugene
2017,,,,0.07200000000000001,173.0,64.0,11.1,,, OR,Eugene
2018,,,,0.06,60.0,33.0,8.3,,, OR,Eugene
2019,,,,0.055,49.0,31.0,8.2,,, OR,Eugene
2000,,,,0.078,,34.0,15.7,,203.0, IN-KY,Evansville
2001,,,,0.076,,38.0,16.2,,203.0, IN-KY,Evansville
2002,,,,0.09,,46.0,15.2,,235.0, IN-KY,Evansville
2003,,,,0.077,,36.0,15.1,,266.0, IN-KY,Evansville
2004,,,,0.068,,28.0,13.7,,226.0, IN-KY,Evansville
2005,,,,0.073,,37.0,16.7,,246.0, IN-KY,Evansville
2006,,,,0.07200000000000001,,30.0,14.2,,265.0, IN-KY,Evansville
2007,,,,0.083,,32.0,14.2,,136.0, IN-KY,Evansville
2008,,,,0.07,,27.0,12.5,,90.0, IN-KY,Evansville
2009,,,,0.067,,26.0,12.5,,65.0, IN-KY,Evansville
2010,,,,0.071,,29.0,13.4,,74.0, IN-KY,Evansville
2011,,,,0.07400000000000001,,28.0,12.3,,68.0, IN-KY,Evansville
2012,,,,0.077,,21.0,11.0,,76.0, IN-KY,Evansville
2013,,,,0.065,,24.0,10.6,,64.0, IN-KY,Evansville
2014,,,,0.067,,26.0,11.2,,77.0, IN-KY,Evansville
2015,,,,0.067,,21.0,10.0,,59.0, IN-KY,Evansville
2016,,,,0.07,,19.0,8.9,,71.0, IN-KY,Evansville
2017,,,,0.067,,18.0,8.7,,48.0, IN-KY,Evansville
2018,,,,0.067,,21.0,9.3,,49.0, IN-KY,Evansville
2019,,,,0.063,,21.0,8.7,,41.0, IN-KY,Evansville
2000,,,,,,64.0,14.9,,, AK,Fairbanks
2001,,,,,,43.0,13.0,,, AK,Fairbanks
2002,,,,,,43.0,12.9,,, AK,Fairbanks
2003,,,,,,33.0,9.8,,, AK,Fairbanks
2004,,,,,,469.0,51.2,,, AK,Fairbanks
2005,,,,,,255.0,31.3,,, AK,Fairbanks
2006,,,,,,42.0,11.5,,, AK,Fairbanks
2007,,,,,,33.0,10.7,,, AK,Fairbanks
2008,,,,,,47.0,11.3,,, AK,Fairbanks
2009,,,,,,90.0,16.4,,, AK,Fairbanks
2010,,,,,,52.0,13.0,,, AK,Fairbanks
2011,,,,,,38.0,10.8,,, AK,Fairbanks
2012,,,,,,50.0,10.7,,, AK,Fairbanks
2013,,,,,,39.0,11.9,,, AK,Fairbanks
2014,,,,,,35.0,10.3,,, AK,Fairbanks
2015,,,,,,57.0,11.8,,, AK,Fairbanks
2016,,,,,,40.0,8.8,,, AK,Fairbanks
2017,,,,,,38.0,9.3,,, AK,Fairbanks
2018,,,,,,28.0,8.0,,, AK,Fairbanks
2019,,,,,,28.0,8.0,,, AK,Fairbanks
2000,,,,,,36.0,16.0,,, WV,Fairmont
2001,,,,,,44.0,15.9,,, WV,Fairmont
2002,,,,,,40.0,15.3,,, WV,Fairmont
2003,,,,,,34.0,15.0,,, WV,Fairmont
2004,,,,,,34.0,14.1,,, WV,Fairmont
2005,,,,,,34.0,15.9,,, WV,Fairmont
2006,,,,,,34.0,14.6,,, WV,Fairmont
2007,,,,,,34.0,15.3,,, WV,Fairmont
2008,,,,,,28.0,13.7,,, WV,Fairmont
2009,,,,,,23.0,11.7,,, WV,Fairmont
2010,,,,,,27.0,13.3,,, WV,Fairmont
2011,,,,,,28.0,11.2,,, WV,Fairmont
2012,,,,,,20.0,10.3,,, WV,Fairmont
2013,,,,,,18.0,9.3,,, WV,Fairmont
2014,,,,,,18.0,9.5,,, WV,Fairmont
2015,,,,,,19.0,9.5,,, WV,Fairmont
2016,,,,,,17.0,8.6,,, WV,Fairmont
2017,,,,,,15.0,7.7,,, WV,Fairmont
2018,,,,,,15.0,7.4,,, WV,Fairmont
2019,,,,,,16.0,7.6,,, WV,Fairmont
2000,,40.0,7.0,0.062,,27.0,8.0,,6.0, ND-MN,Fargo
2001,,40.0,6.0,0.062,,24.0,8.4,,8.0, ND-MN,Fargo
2002,,33.0,6.0,0.062,,21.0,7.3,,5.0, ND-MN,Fargo
2003,,39.0,6.0,0.065,,18.0,7.9,,5.0, ND-MN,Fargo
2004,,42.0,6.0,0.055999999999999994,,26.0,7.5,,6.0, ND-MN,Fargo
2005,,38.0,6.0,0.061,,23.0,7.6,,7.0, ND-MN,Fargo
2006,,38.0,6.0,0.065,,19.0,8.2,,5.0, ND-MN,Fargo
2007,,36.0,5.0,0.055,,15.0,7.5,,5.0, ND-MN,Fargo
2008,,39.0,5.0,0.055,,24.0,8.3,,5.0, ND-MN,Fargo
2009,,42.0,5.0,0.057,,20.0,7.6,,6.0, ND-MN,Fargo
2010,,44.0,5.0,0.063,,25.0,9.6,,6.0, ND-MN,Fargo
2011,,40.0,4.0,0.057,,19.0,7.2,,4.0, ND-MN,Fargo
2012,,34.0,5.0,0.063,,19.0,7.2,,4.0, ND-MN,Fargo
2013,,36.0,4.0,0.059000000000000004,,18.0,6.5,,3.0, ND-MN,Fargo
2014,,34.0,4.0,0.059000000000000004,,16.0,5.0,,3.0, ND-MN,Fargo
2015,,31.0,4.0,0.057,,17.0,7.2,,2.0, ND-MN,Fargo
2016,,27.0,4.0,0.054000000000000006,,19.0,5.1,,2.0, ND-MN,Fargo
2017,,34.0,4.0,0.061,,15.0,7.7,,4.0, ND-MN,Fargo
2018,,32.0,4.0,0.063,,22.0,7.0,,3.0, ND-MN,Fargo
2019,,39.0,4.0,0.062,,18.0,6.5,,3.0, ND-MN,Fargo
2000,,44.0,10.0,0.08,,,,,, NM,Farmington
2001,,42.0,10.0,0.07400000000000001,,,,,, NM,Farmington
2002,,41.0,11.0,0.076,,,,,, NM,Farmington
2003,,55.0,11.0,0.07400000000000001,,,,,, NM,Farmington
2004,,40.0,10.0,0.069,,,,,, NM,Farmington
2005,,39.0,10.0,0.07400000000000001,,,,,, NM,Farmington
