Order,Family,Genus,Species,Subspecies,Genus_Species,Sample size,Sex,Method,Body weight (g),SVL (mm),Brain weight (g),Brain volume (mm3),Age Class,Species Name in original article,Reference,Remark
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,2.89,,0.0161,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,2.81,,0.0143,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,2.83,,0.0175,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,2.29,,0.0127,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,2.91,,0.0152,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,1.65,,0.0118,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,3.62,,0.016,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,2.46,,0.0134,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,2.14,,0.0128,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,3.44,,0.0155,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.33,,0.0146,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,1.77,,0.0123,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.41,,0.0137,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.07,,0.013,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.25,,0.014,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.34,,0.0133,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.19,,0.0148,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.55,,0.0164,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.18,,0.0121,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,1.73,,0.0137,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.25,,0.0142,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.07,,0.0148,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,m,Mass,2.34,,0.0146,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Lissotriton,boscai,,Lissotriton_boscai,3,unknown,Mass,1.92,,0.0127,,unknown,Triturus_boscai,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Lissotriton,helveticus,,Lissotriton_helveticus,78,unknown,Mass,1.01,,0.008,,unknown,Triturus_helveticus,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Lissotriton,montandoni,,Lissotriton_montandoni,9,unknown,Mass,1.23,,0.0091,,unknown,Triturus_montandoni,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Lissotriton,vulgaris,,Lissotriton_vulgaris,15,unknown,Mass,1.15,,0.0084,,unknown,Triturus_vulgaris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Notophthalmus,viridescens,,Notophthalmus_viridescens,1,unknown,Mass,2.18,,0.0102,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Pleurodeles,waltl,,Pleurodeles_waltl,4,unknown,Mass,17.24,,0.0323,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,f,Mass,10.33,,0.0326,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,f,Mass,8.42,,0.0304,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,f,Mass,4.88,,0.0276,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,f,Mass,8.23,,0.031,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,f,Mass,5.33,,0.0222,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,f,Mass,5.02,,0.024,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,m,Mass,5.11,,0.0245,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,m,Mass,3.26,,0.0218,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,m,Mass,5.51,,0.03,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,m,Mass,6.33,,0.0256,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,m,Mass,6.35,,0.0276,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,m,Mass,5.95,,0.0292,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,atra,,Salamandra_atra,1,m,Mass,6,,0.0284,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,infraimmaculata,,Salamandra_infraimmaculata,1,unknown,Mass,24.88,,0.047,,unknown,Salamandra maculosa,Dubois E (1913) On the relation between the quantity of brain and the size of the body in vertebrates,
Urodela,Salamandridae,Salamandra,salamandra,fastuosa,Salamandra_salamandra,75,unknown,Mass,18.66,,0.0407,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,19.2,,0.042,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,17.1,,0.048,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,7,,0.036,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,12.7,,0.04,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,11,,0.034,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,22.8,,0.046,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,10.4,,0.0315,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,11,,0.036,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,14.49,,0.0334,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,11.03,,0.0366,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,11.52,,0.0322,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,17.78,,0.0426,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,10.7,,0.0344,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,9.22,,0.0264,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,f,Mass,12.35,,0.0316,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,m,Mass,9.75,,0.034,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,m,Mass,8.9,,0.039,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,m,Mass,10.8,,0.038,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,m,Mass,8.85,,0.032,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Salamandra,salamandra,terrestris,Salamandra_salamandra,1,m,Mass,7.78,,0.0343,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Salamandridae,Taricha,rivularis,,Taricha_rivularis,7,unknown,Mass,11,,0.0338,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Triturus,cristatus,,Triturus_cristatus,1,unknown,Mass,7.46,,0.019,,adult,Triton cristatus,Dubois E (1913) On the relation between the quantity of brain and the size of the body in vertebrates,
Urodela,Salamandridae,Triturus,cristatus,,Triturus_cristatus,3,unknown,Mass,5.83,,0.0229,,unknown,Triton cristatus,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Triturus,marmoratus,,Triturus_marmoratus,3,unknown,Mass,10.43,,0.0306,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Tylototriton,verrucosus,,Tylototriton_verrucosus,3,unknown,Mass,12.92,,0.0349,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
